OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape__Area,Shape__Length
1901,10002044,EAST CENTRAL REGIONAL JUVENILE CENTER,7565 4TH AVE,LINO LAKES,MN,55014,-999,(763) 324-4990,COUNTY,OPEN,-999,ANOKA,27003,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.anokacountymn.gov/573/East-Central-Regional-Juvenile-Center,2018/03/22 00:00:00+00,IMAGERY/OTHER,2024/08/08 00:00:00+00,http://www.anokacounty.us/1243/Juvenile-Services,JUVENILE,36,1.71015926753171e-07,0.00190918944172264
1902,10006756,YOUTH CARE CENTER,727 CHESTNUT,EVANSVILLE,IN,47713,-999,(812) 421-3806,COUNTY,OPEN,-999,VANDERBURGH,18163,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/dys/files/Vanderburgh%20Audit%20Report%202018%20(final)%20(pdf).pdf,2018/03/06 00:00:00+00,UNVERIFIED,2024/07/30 00:00:00+00,https://www.evansvillerescuemission.org/what-we-do/youth-care-center/,JUVENILE,40,1.51977019413607e-07,0.00165572474687824
1903,10004664,HULSE JUVENILE DETENTION CENTER,24647 NORTH MILWAUKEE AVENUE,VERNON HILLS,IL,60061,-999,(847) 377-7800,COUNTY,OPEN,-999,LAKE,17097,USA,922140,CORRECTIONAL INSTITUTIONS,https://19thcircuitcourt.state.il.us/1194/Juvenile-Detention,2018/03/02 00:00:00+00,IMAGERY/OTHER,2024/07/25 00:00:00+00,https://19thcircuitcourt.state.il.us/1194/Juvenile-Detention,JUVENILE,-999,1.2806526683562e-06,0.00536303646362318
1904,10006801,ANOKA COUNTY NON-SECURE PROGRAM,7555 4TH AVE,LINO LAKES,MN,55014,-999,(763) 324-4970,COUNTY,OPEN,-999,ANOKA,27003,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.anokacountymn.gov/571/Anoka-County-Non-Secure-Program,2018/03/22 00:00:00+00,IMAGERY/OTHER,2024/08/08 00:00:00+00,http://www.anokacounty.us/1243/Juvenile-Services,JUVENILE,25,6.31323473498924e-07,0.00462865916335462
1905,10006096,BUFFALO COUNTY DETENTION CENTER,1417 1ST AVENUE,KEARNEY,NE,68847,-999,(308) 233-5281,COUNTY,OPEN,-999,BUFFALO,31019,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.buffalocounty.ne.gov/SHERIFF,2018/04/04 00:00:00+00,IMAGERY/OTHER,2024/07/24 00:00:00+00,https://www.buffalocounty.ne.gov/SHERIFF,NOT AVAILABLE,-999,1.31538104142237e-06,0.00479233290809473
1906,10004666,OGLE COUNTY JAIL,601 W WASHINGTON STREET,OREGON,IL,61061,-999,(815) 732-2135,COUNTY,OPEN,-999,OGLE,17141,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.oglecountyil.gov/departments/sheriff/jail/index.php,2024/07/29 00:00:00+00,IMAGERY/OTHER,2024/07/29 00:00:00+00,https://www.oglecountyil.gov/departments/sheriff/jail/index.php,NOT AVAILABLE,-999,4.34890807810007e-07,0.0028890315559638
1907,10006060,CHESHIRE COUNTY DEPARTMENT OF CORRECTIONS,825 MARLBORO RD,KEENE,NH,03431,-999,(603) 903-1600,COUNTY,OPEN,-999,CHESHIRE,33005,USA,922140,CORRECTIONAL INSTITUTIONS,https://co.cheshire.nh.us/departments/department-of-corrections/,2018/04/05 00:00:00+00,IMAGERY/OTHER,2024/07/26 00:00:00+00,https://co.cheshire.nh.us/departments/department-of-corrections/,NOT AVAILABLE,-999,9.39701521929237e-07,0.00512446745779014
1908,10006742,WHITESIDE COUNTY JAIL,400 N. CHERRY ST,MORRISON,IL,61270,-999,(815) 772-5203,COUNTY,OPEN,-999,WHITESIDE,17195,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.whitesidecountyil.gov/294/Sheriff,2024/07/30 00:00:00+00,IMAGERY/OTHER,2024/07/30 00:00:00+00,https://www.whitesidecountyil.gov/294/Sheriff,NOT AVAILABLE,129,2.53495954893879e-07,0.00231500152323747
1909,10004688,WOODFORD COUNTY CORRECTIONAL FACILITY,111 EAST COURT STREET,EUREKA,IL,61530,-999,(309) 467-2375,COUNTY,OPEN,-999,WOODFORD,17203,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.woodford-county.org/215/Corrections,2024/07/30 00:00:00+00,IMAGERY/OTHER,2024/07/30 00:00:00+00,https://www.woodford-county.org/215/Corrections,NOT AVAILABLE,86,3.33943035002449e-07,0.00279667208019372
1910,10006910,AURORA DETENTION CENTER,1200 E INDIAN TRAIL,AURORA,IL,60507,-999,(630) 256-5000,LOCAL,OPEN,-999,KANE,17089,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.aurora-il.org/342/Police-Department,2018/05/17 00:00:00+00,UNVERIFIED,2024/08/19 00:00:00+00,https://www.aurora-il.org/342/Police-Department,NOT AVAILABLE,-999,6.77835259921267e-07,0.0052272008849327
1911,10005595,AMITE COUNTY JAIL,243 SOUTH BROAD STREET,LIBERTY,MS,39645,-999,(601) 657-8057,COUNTY,OPEN,-999,AMITE,28005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.amitecounty.ms/sheriff,2018/03/27 00:00:00+00,IMAGERY/OTHER,2024/08/13 00:00:00+00,http://www.amitecounty.ms/sheriff,NOT AVAILABLE,-999,2.27111513595446e-07,0.00242833228818508
1912,10003798,JAN EVANS JUVENILE JUSTICE CENTER,650 FERRARI MCLEOD BLVD,RENO,NV,89512,-999,(775) 325-7800,COUNTY,OPEN,-999,WASHOE,32031,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.washoecounty.gov/juvenilesvs/Directions.php,2018/04/09 00:00:00+00,IMAGERY/OTHER,2024/08/01 00:00:00+00,https://www.washoecounty.gov/juvenilesvs/Directions.php,JUVENILE,-999,1.43672514241189e-06,0.00691381865828707
1913,10000171,GRAND PRAIRIE DETENTION CENTER,1525 ARKANSAS LN,GRAND PRAIRIE,TX,75051,-999,(972) 237-8951,LOCAL,OPEN,-999,DALLAS,48113,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.gptx.org/city-government/city-departments/police-department/investigative-services-bureau,2018/05/22 00:00:00+00,IMAGERY/OTHER,2020/02/18 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,210,2.96204370897613e-06,0.00790635610095129
1914,10002012,NMJC BEMIDJI SATELLITE HOME I,442 NORWAY COURT NORTHWEST,BEMIDJI,MN,56601,-999,(218) 444-6789,LOCAL,OPEN,-999,BELTRAMI,27007,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.nmjconline.org/annual-statistical-report-2015-nmjc-online.pdf, http://licensinglookup.dhs.state.mn.us/Details.aspx?l=1037104",2018/03/23 00:00:00+00,UNVERIFIED,2024/08/19 00:00:00+00,http://www.nmjconline.org/satellite.php,JUVENILE,5,2.06850472750375e-07,0.00185464496286965
1915,10005054,MAYFIELD YOUTH DEVELOPMENT CENTER,3179 STATE ROAD 45 SOUTH,MAYFIELD,KY,42066,-999,(270) 247-3237,STATE,OPEN,20,GRAVES,21083,USA,922140,CORRECTIONAL INSTITUTIONS,https://djj.ky.gov/About%20DJJ/Pages/default.aspx,2016/02/22 00:00:00+00,IMAGERY/OTHER,2024/04/01 00:00:00+00,https://djj.ky.gov/Facilities/Pages/Youth-Development-Centers.aspx,JUVENILE,30,2.13039152185956e-06,0.00621513254820931
1916,20000880,ATTALA COUNTY JAIL,102 RIDGEWOOD CIRCLE,KOSCIUSKO,MS,39090,-999,(662) 289-5556,COUNTY,OPEN,-999,ATTALA,28007,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.attalacounty.net/sheriff,2024/08/13 00:00:00+00,IMAGERY/OTHER,2024/08/13 00:00:00+00,https://www.attalacounty.net/sheriff,NOT AVAILABLE,-999,3.86314695788315e-08,0.000786453528118299
1917,10004172,WAKE COUNTY DETENTION CENTER,3301 HAMMOND RD,RALEIGH,NC,27603,-999,(919) 773-7930,COUNTY,OPEN,-999,WAKE,37183,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.wake.gov/departments-government/sheriffs-office-willie-rowe-sheriff/divisions/detention,2018/04/03 00:00:00+00,IMAGERY/OTHER,2024/07/19 00:00:00+00,https://www.wake.gov/departments-government/sheriffs-office-willie-rowe-sheriff/divisions/detention,MAXIMUM,-999,3.2795348943182e-06,0.00827559174355077
1918,10002031,PORT OF CROW WING BOYS GROUP HOME,1406 LAUREL STREET,BRAINERD,MN,56401,-999,(218) 829-2123,COUNTY,OPEN,-999,CROW WING,27035,USA,922140,CORRECTIONAL INSTITUTIONS,https://portgrouphomes.org/boys-group-home-contact/,2018/03/23 00:00:00+00,IMAGERY/OTHER,2024/08/08 00:00:00+00,https://portgrouphomes.org/boys-group-home-contact/,JUVENILE,16,4.21382537751924e-08,0.000844120361092276
1919,10004222,ONSLOW COUNTY DETENTION CENTER,717 COURT ST,JACKSONVILLE,NC,28540,-999,(910) 937-1470,COUNTY,OPEN,-999,ONSLOW,37133,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.onslowcountync.gov/1318/Detention-Division,2018/04/03 00:00:00+00,IMAGERY/OTHER,2024/07/22 00:00:00+00,https://www.onslowcountync.gov/1318/Detention-Division,NOT AVAILABLE,-999,4.39938503404846e-07,0.00266165789825923
1920,10004733,WILLIAMSON COUNTY JAIL,404 N. VAN BUREN,MARION,IL,62959,-999,(618) 997-6541,COUNTY,OPEN,-999,WILLIAMSON,17199,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.wcsheriff.com/corrections2.html,2018/03/05 00:00:00+00,IMAGERY/OTHER,2024/07/30 00:00:00+00,http://www.wcsheriff.com/corrections2.html,NOT AVAILABLE,244,5.00306668982375e-07,0.00325919704218519
1921,10002011,NMJC BEMIDJI SATTELITE HOME II,5420 BEMIDJI AVENUE NORTH,BEMIDJI,MN,56601,-999,(218) 444-6035,LOCAL,OPEN,-999,BELTRAMI,27007,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.nmjconline.org/annual-statistical-report-2015-nmjc-online.pdf, http://licensinglookup.dhs.state.mn.us/Details.aspx?l=1037105",2018/03/23 00:00:00+00,UNVERIFIED,2024/08/19 00:00:00+00,http://www.nmjconline.org/satellite.php,JUVENILE,5,1.43722900247667e-07,0.00153496642843887
1922,10001317,ITASCA COUNTY JAIL / SHERIFF,108 NE 5TH ST,GRAND RAPIDS,MN,55744,-999,(218) 327-2875,COUNTY,OPEN,-999,ITASCA,27061,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.itasca.mn.us/225/Jail,2018/03/22 00:00:00+00,IMAGERY/OTHER,2024/08/09 00:00:00+00,https://www.co.itasca.mn.us/225/Jail,NOT AVAILABLE,107,3.08139988192124e-07,0.00244437446841192
1923,10006741,WAYNE COUNTY JAIL,305 EAST COURT STREET,FAIRFIELD,IL,62837,-999,(618) 842-6631,COUNTY,OPEN,-999,WAYNE,17191,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ilsheriff.org/county/wayne/,2024/07/30 00:00:00+00,IMAGERY/OTHER,2024/07/30 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,30,1.00218585430412e-07,0.00127226975976184
1924,10000645,ROCK ISLAND COUNTY JAIL,1317 3RD AVENUE,ROCK ISLAND,IL,61201,-999,(309) 558-3432,COUNTY,OPEN,-999,ROCK ISLAND,17161,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.rockislandcountyil.gov/318/Sheriffs-Office,2024/07/29 00:00:00+00,IMAGERY/OTHER,2024/07/29 00:00:00+00,https://www.rockislandcountyil.gov/318/Sheriffs-Office,NOT AVAILABLE,329,2.8229601412022e-07,0.00225136901962176
1925,10001338,OLMSTED COUNTY WORK RELEASE FACILITY,104 4TH ST SE,ROCHESTER,MN,55904,-999,(507) 328-6795,COUNTY,OPEN,-999,OLMSTED,27109,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.olmsted.mn.us/sheriff/divisions/Pages/default.aspx,2018/03/23 00:00:00+00,IMAGERY/OTHER,2024/08/09 00:00:00+00,https://www.co.olmsted.mn.us/sheriff/divisions/ADC/WorkRelease/Pages/default.aspx,MINIMUM,90,2.44909188040765e-07,0.00198170858888014
1926,10006738,ST. CLAIR COUNTY JUVENILE DETENTION CENTER,9006 LEBANON RD,BELLEVILLE,IL,62223,-999,(618) 397-9546,COUNTY,OPEN,-999,ST. CLAIR,17163,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.st-clair.il.us/departments/probation-court-services,2024/07/29 00:00:00+00,IMAGERY/OTHER,2024/07/29 00:00:00+00,https://www.co.st-clair.il.us/departments/probation-court-services,JUVENILE,-999,4.51254891231656e-07,0.00368412504671111
1927,10002077,MOWER COUNTY JAIL,201 2ND AVE NORTHEAST,AUSTIN,MN,55912,-999,(507) 437-9562,COUNTY,OPEN,-999,MOWER,27099,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.mower.mn.us/198/County-Jail,2018/03/22 00:00:00+00,IMAGERY/OTHER,2024/08/09 00:00:00+00,https://www.co.mower.mn.us/198/County-Jail,NOT AVAILABLE,88,3.10062205244321e-07,0.00269259800006694
1928,10004221,SCOTLAND COUNTY JAIL,212 BIGGS ST,LAURINBURG,NC,28352,-999,(910) 277-3166,COUNTY,OPEN,-999,SCOTLAND,37165,USA,922140,CORRECTIONAL INSTITUTIONS,https://scotlandcountysheriff.com/detention-center,2018/04/03 00:00:00+00,IMAGERY/OTHER,2024/07/23 00:00:00+00,https://scotlandcountysheriff.com/detention-center,NOT AVAILABLE,109,5.88191596762044e-07,0.0039105330972254
1929,10006814,CHOCTAW COUNTY JAIL,122 JAILHOUSE RD,ACKERMAN,MS,39735,-999,(662) 285-6129,COUNTY,OPEN,-999,CHOCTAW,28019,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mssheriff.org/directory,2018/03/28 00:00:00+00,IMAGERY/OTHER,2024/08/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,1.55576117322198e-07,0.00205896981344494
1930,10006819,ROWAN COUNTY DETENTION ANNEX,400 GRACE CHURCH ROAD,SALISBURY,NC,28145,-999,(704) 216-7900,COUNTY,OPEN,-999,ROWAN,37159,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.rowancountync.gov/684/Detention-Annex,2018/04/03 00:00:00+00,IMAGERY/OTHER,2024/07/22 00:00:00+00,https://www.rowancountync.gov/684/Detention-Annex,MEDIUM,160,6.65772176944301e-07,0.00369818399730246
1931,10002023,CASS COUNTY JAIL / SHERIFF,303 MINNESOTA AVENUE WEST,WALKER,MN,56484,-999,(218) 547-7361,COUNTY,OPEN,-999,CASS,27021,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.casscountymn.gov/1321/Detention-Center-Jail,2018/03/22 00:00:00+00,IMAGERY/OTHER,2024/08/08 00:00:00+00,https://www.casscountymn.gov/1321/Detention-Center-Jail,NOT AVAILABLE,60,3.44723048328888e-07,0.00394629634486623
1932,10002007,KOOCHICHING COUNTY JAIL,715 4TH STREET,INTERNATIONAL FALLS,MN,56649,-999,(218) 283-4416,COUNTY,OPEN,-999,KOOCHICHING,27071,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.koochiching.mn.us/183/Jail,2018/03/22 00:00:00+00,IMAGERY/OTHER,2024/08/09 00:00:00+00,http://www.co.koochiching.mn.us/179/Law-Enforcement-Center,NOT AVAILABLE,30,2.38069333136082e-07,0.00286743294439063
1933,10004240,WINSTON-CHOCTAW COUNTY REGIONAL CORRECTIONAL FACILITY,22062 MS HWY 25 N,LOUISVILLE,MS,39339,-999,(662) 773-2528,COUNTY,OPEN,278,WINSTON,28159,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mdoc.ms.gov/general-public/monthly-fact-sheets,2024/07/31 00:00:00+00,IMAGERY/OTHER,2024/08/13 00:00:00+00,https://www.mdoc.ms.gov/facilities/winstonchoctaw-county-correctional-facility,MEDIUM,280,1.27683529171918e-06,0.00521554800269115
1934,10005578,COPIAH COUNTY DETENTION CENTER,20030 STATE HIGHWAY 51,GALLMAN,MS,39077,-999,(601) 892-2023,COUNTY,OPEN,-999,COPIAH,28029,USA,922140,CORRECTIONAL INSTITUTIONS,http://copiahcounty.org/?page_id=15,2018/03/28 00:00:00+00,IMAGERY/OTHER,2024/08/13 00:00:00+00,http://copiahcounty.org/?page_id=15,NOT AVAILABLE,-999,4.74225316793309e-07,0.00321953212351911
1935,10002038,MILLE LACS COUNTY JAIL,640 3RD STREET SOUTHEAST,MILACA,MN,56353,-999,(320) 983-8244,COUNTY,OPEN,-999,MILLE LACS,27095,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.millelacs.mn.gov/2416/County-Jail,2018/03/22 00:00:00+00,IMAGERY/OTHER,2024/08/09 00:00:00+00,https://www.millelacs.mn.gov/2416/County-Jail,NOT AVAILABLE,156,5.21344645676436e-07,0.0034389284602954
1936,10001746,WARREN COUNTY DETENTION FACILITY,128 RAFTERS LN,WARRENTON,NC,27589,-999,(252) 257-3314,COUNTY,OPEN,-999,WARREN,37185,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.warrencountync.com/315/Sheriff,2018/04/03 00:00:00+00,IMAGERY,2024/07/23 00:00:00+00,https://www.warrencountync.com/315/Sheriff,NOT AVAILABLE,-999,3.47988134308252e-07,0.00336312645230826
1937,10000263,FCI WASECA,1000 UNIVERSITY DRIVE SOUTHWEST,WASECA,MN,56093,-999,(507) 835-8972,FEDERAL,OPEN,774,WASECA,27161,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/was/,2016/02/16 00:00:00+00,IMAGERY/OTHER,2024/01/19 00:00:00+00,https://www.bop.gov/locations/institutions/was/,MINIMUM,-999,1.61999628289777e-05,0.0165971622883451
1938,10003016,ARROWHEAD JUVENILE CENTER,1918 ARLINGTON AVENUE N,DULUTH,MN,55811,-999,(218) 625-6700,COUNTY,OPEN,-999,ST. LOUIS,27137,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.arrowheadregionalcorrections.org/,2018/03/23 00:00:00+00,IMAGERY/OTHER,2024/08/09 00:00:00+00,https://www.arrowheadregionalcorrections.org/AJC,JUVENILE,48,6.14144482824486e-07,0.00416506444341199
1939,10001325,MCF - LINO LAKES,7525 4TH AVENUE,LINO LAKES,MN,55014,-999,(651) 717-6100,STATE,OPEN,974,ANOKA,27003,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/data-publications/statistics/stats/,2023/07/31 00:00:00+00,IMAGERY/OTHER,2024/02/29 00:00:00+00,https://mn.gov/doc/facilities/lino-lakes/,MEDIUM,1325,2.26416459554457e-05,0.0197375550021741
1940,10006820,WILKES COUNTY JAIL,502 COURT HOUSE DRIVE,WILKESBORO,NC,28697,-999,(336) 903-7623,COUNTY,OPEN,-999,WILKES,37193,USA,922140,CORRECTIONAL INSTITUTIONS,https://wilkescounty.net/152/Jail,2018/04/03 00:00:00+00,IMAGERY/OTHER,2024/07/23 00:00:00+00,https://wilkescounty.net/152/Jail,NOT AVAILABLE,-999,5.23451035405742e-07,0.00358521351995073
1941,10004909,HAMILTON COUNTY JUVENILE DETENTION CENTER,18106 CUMBERLAND RD,NOBLESVILLE,IN,46060,-999,(317) 776-9828,COUNTY,OPEN,-999,HAMILTON,18057,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.hamiltoncounty.in.gov/565/Juvenile-Services-Center,2024/07/30 00:00:00+00,IMAGERY/OTHER,2024/07/30 00:00:00+00,https://www.hamiltoncounty.in.gov/547/Divisions,JUVENILE,86,1.31863976093882e-06,0.00605590974138895
1942,10005532,ALCORN COUNTY REGIONAL CORRECTIONAL FACILITY,2839 SOUTH HARPER RD,CORINTH,MS,38834,-999,(662) 286-7085,COUNTY,OPEN,294,ALCORN,28003,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mdoc.ms.gov/general-public/monthly-fact-sheets,2024/07/31 00:00:00+00,IMAGERY/OTHER,2024/08/13 00:00:00+00,https://www.mdoc.ms.gov/facilities/alcorn-county-regional-correctional-facility,MEDIUM,300,3.01484737974533e-06,0.00787196030996861
1943,10001844,JOHNSON COUNTY JUVENILE DETENTION CENTER,1121 HOSPITAL RD,FRANKLIN,IN,46131,-999,(317) 346-4664,COUNTY,OPEN,-999,JOHNSON,18081,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/dys/files/Johnson%20Audit%20Report%202018%20(final)%20(pdf).pdf,2018/03/06 00:00:00+00,UNVERIFIED,2024/07/30 00:00:00+00,https://www.in.gov/idoc/dys/2481.htm,JUVENILE,48,3.81447307518101e-07,0.00251359090768877
1944,10001319,MINNESOTA SEX OFFENDER PROGRAM - MOOSE LAKE,1111 HIGHWAY 73,MOOSE LAKE,MN,55767,-999,(218) 565-6000,STATE,OPEN,-999,CARLTON,27017,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/dhs/people-we-serve/adults/services/sex-offender-treatment/site-locations.jsp,2024/02/29 00:00:00+00,IMAGERY/OTHER,2024/02/29 00:00:00+00,https://mn.gov/dhs/people-we-serve/adults/services/sex-offender-treatment/site-locations.jsp,NOT AVAILABLE,550,1.436797219867e-05,0.016386546115117
1945,10001333,MCF - SHAKOPEE,1010 WEST 6TH AVENUE,SHAKOPEE,MN,55379,-999,(952) 496-4440,STATE,OPEN,579,SCOTT,27139,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/data-publications/statistics/stats/,2023/07/31 00:00:00+00,IMAGERY/OTHER,2024/02/29 00:00:00+00,https://mn.gov/doc/facilities/shakopee/,MAXIMUM,656,1.27614239318063e-05,0.0151866384930067
1946,10002694,AIKEN COUNTY DETENTION CENTER,435 WIRE RD,AIKEN,SC,29801,-999,(803) 642-2040,COUNTY,OPEN,413,AIKEN,45003,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.aikencountysc.gov/DspOfc?qOfcID=DTN,2018/04/19 00:00:00+00,IMAGERY/OTHER,2020/02/07 00:00:00+00,https://www.aikencountysc.gov/DspOfc?qOfcID=DTN,MAXIMUM,450,2.39785686062532e-06,0.00604558708556616
1947,10002029,AITKIN COUNTY JAIL / SHERIFF,218 1ST STREET NORTHWEST,AITKIN,MN,56431,-999,(218) 927-7456,COUNTY,OPEN,-999,AITKIN,27001,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.aitkin.mn.us/departments/sheriff/,2018/03/22 00:00:00+00,IMAGERY/OTHER,2024/08/08 00:00:00+00,https://www.co.aitkin.mn.us/departments/sheriff/,NOT AVAILABLE,89,1.5847808754188e-07,0.00178164937924652
1948,10002705,HUTCHINSON COUNTY JAIL,500 N MAIN ST,STINNETT,TX,79083,-999,(806) 274-6343,COUNTY,OPEN,46,HUTCHINSON,48233,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tcjs.state.tx.us/index.php?linkID=325,2018/03/01 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,https://www.hutchinsonsherifftx.org/jail,NOT AVAILABLE,70,1.30777607409982e-07,0.00165075937417421
1949,10004928,SOUTHWEST INDIANA REGIONAL YOUTH VILLAGE,2290 SOUTH THEOBALD LANE,VINCENNES,IN,47591,-999,(812) 886-3000,COUNTY,OPEN,-999,KNOX,18083,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/dys/2481.htm,2019/12/11 00:00:00+00,UNVERIFIED,2024/07/30 00:00:00+00,https://www.in.gov/idoc/dys/files/Knox_County_2014-_Audit_Report.pdf,JUVENILE,80,6.87236433805083e-06,0.0113095160396655
1950,10001062,PENDLETON JUVENILE CORRECTIONAL FACILITY,9310 S STATE RD 67,PENDLETON,IN,46064,-999,(812) 843-5921,STATE,OPEN,312,MADISON,18095,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.in.gov/idoc/policies-and-statistics/data/statistical-data/offender-population-statistical-reports/,2023/06/30 00:00:00+00,IMAGERY/OTHER,2024/02/26 00:00:00+00,https://www.in.gov/idoc/dys/pendleton-juvenile-correctional-facility/,MAXIMUM,409,9.49762147683941e-06,0.011927296203178
1951,10001822,GEORGE-GREENE COUNTY REGIONAL CORRECTIONAL FACILITY,154 INDUSTRIAL PARK RD,LUCEDALE,MS,39452,-999,(601) 947-9399,COUNTY,OPEN,348,GEORGE,28039,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mdoc.ms.gov/general-public/monthly-fact-sheets,2024/07/31 00:00:00+00,IMAGERY/OTHER,2024/08/13 00:00:00+00,https://www.mdoc.ms.gov/facilities/georgegreene-county-correctional-facility,MEDIUM,352,1.14783142635133e-06,0.0051440259464917
1952,10002830,NEWTON COUNTY CORRECTIONAL CENTER,2402 E COURT ST,NEWTON,TX,75966,-999,NOT AVAILABLE,COUNTY,CLOSED,0,NEWTON,48351,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.newtoncountynews.net/2017/07/25/judge-price-works-to-re-open-newtons-correctional-facility/,2017/07/25 00:00:00+00,IMAGERY/OTHER,2020/02/27 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,924,2.88283831650915e-06,0.00784706035489409
1953,10001327,ANOKA COUNTY WORKHOUSE,3300 4TH AVE,ANOKA,MN,55303,-999,(763) 324-4860,COUNTY,OPEN,-999,ANOKA,27003,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.anokacountymn.gov/569/Workhouse---Work-Release,2018/03/22 00:00:00+00,IMAGERY/OTHER,2024/08/08 00:00:00+00,https://www.anokacounty.us/569/Workhouse---Work-Release,MINIMUM,240,1.86891611519968e-07,0.00267798462845207
1954,10002009,BELTRAMI COUNTY JAIL,626 MINNESOTA AVENUE NORTHWEST,BEMIDJI,MN,56601,-999,(218) 333-4189,COUNTY,OPEN,-999,BELTRAMI,27007,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.beltrami.mn.us/services/public-safety-law-enforcement/adult-corrections-center/,2018/03/22 00:00:00+00,IMAGERY/OTHER,2024/08/08 00:00:00+00,https://www.co.beltrami.mn.us/services/public-safety-law-enforcement/adult-corrections-center/,MINIMUM,140,3.53806626662845e-07,0.00320462280783511
1955,10001315,ST LOUIS COUNTY JAIL,4334 HAINES ROAD,DULUTH,MN,55811,-999,(218) 726-2345,COUNTY,OPEN,-999,ST. LOUIS,27137,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.stlouiscountymn.gov/departments-a-z/sheriff/jail/about-jail,2018/03/23 00:00:00+00,IMAGERY/OTHER,2024/08/09 00:00:00+00,http://www.stlouiscountymn.gov/LAW-PUBLIC-SAFETY,MAXIMUM,197,6.76894615025958e-07,0.0048119109688024
1956,10002032,CARLTON COUNTY JAIL,317 WALNUT AVENUE,CARLTON,MN,55718,-999,(218) 384-4560,COUNTY,OPEN,-999,CARLTON,27017,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.carlton.mn.us/274/Jail-Roster,2018/03/22 00:00:00+00,IMAGERY/OTHER,2024/08/08 00:00:00+00,http://www.co.carlton.mn.us/261/Sheriffs-Office,MINIMUM,48,2.24059931497322e-07,0.00208982697621582
